"quartile.25.","quartile.50.","quartile.75.","quartile.100.","mean","sd","bases","data","log.1.quartile.25.","log.1.quartile.50.","log.1.quartile.75.","log.1.quartile.100.","log.1.mean","log.1.sd","log.1.bases","log.1.data","log.quartile.75.","log.quartile.100.","log.mean","log.sd","log.bases","log.data","log.log.quartile.100.","log.log.mean","log.log.sd","log.log.bases","log.log.data"
"ATAC_JV_adipose/samples/AD1/MSC77/problems/chr12:145739-7189876",2,3,6,1424,8.163516411,30.49190759,7044137,582594,1.098612289,1.386294361,1.945910149,7.261927093,2.215229993,3.449730611,15.76770634,13.27524754,1.791759469,7.261225092,2.099675009,3.417461324,15.7677062,13.27524582,1.98254856,0.741782575,1.228897972,2.757963937,2.585901085
"ATAC_JV_adipose/samples/AD1/MSC77/problems/chr14:19050000-107289540",1,2,4,2129,4.945224454,22.84962253,88239540,4875648,0.693147181,1.098612289,1.609437912,7.663877259,1.782588284,3.17176839,18.29556573,15.39976378,1.386294361,7.663407665,1.598422354,3.128934598,18.29556572,15.39976358,2.03645675,0.469017114,1.140692562,2.90665872,2.734352157
"ATAC_JV_adipose/samples/AD1/MSC77/problems/chr16:46510000-88389383",1,3,5,1444,6.41250326,25.69791486,41879383,2874455,0.693147181,1.386294361,1.791759469,7.275864601,2.003168204,3.284585467,17.55030424,14.871374,1.609437912,7.275172319,1.858249719,3.246409855,17.55030421,14.87137365,1.984467499,0.619635033,1.177549726,2.865071284,2.699438133
"ATAC_JV_adipose/samples/AD1/MSC77/problems/chr1:206482221-223747846",1,2,4,942,4.634088717,17.45841339,17265625,925146,0.693147181,1.098612289,1.609437912,6.849066283,1.728835416,2.915520277,16.66422815,13.73770792,1.386294361,6.848005275,1.533439571,2.859821675,16.66422809,13.73770684,1.923957409,0.427513298,1.050759272,2.813264391,2.620144376
"ATAC_JV_adipose/samples/AD1/MSC77/problems/chr3:60000-66170270",1,2,5,1565,5.204725242,21.21968444,66110270,3856146,0.693147181,1.098612289,1.791759469,7.356279877,1.825311138,3.100978582,18.00683468,15.16517906,1.609437912,7.355641103,1.649566913,3.054929262,18.00683466,15.1651788,1.995467516,0.500512777,1.116756438,2.890751389,2.719001931
"ATAC_JV_adipose/samples/AD1/MSC77/problems/chrX:37148256-49242997",1,2,4,934,4.338544166,16.06555147,12094741,636456,0.693147181,1.098612289,1.609437912,6.840546529,1.674952988,2.837061898,16.30828137,13.36367214,1.386294361,6.839476438,1.467538846,2.776677319,16.30828129,13.36367057,1.922711185,0.383586743,1.021255004,2.791673033,2.592539873
"ATAC_JV_adipose/samples/AD1/MSC80/problems/chr12:145739-7189876",0,2,3,749,3.913801222,14.45847144,7044137,330591,0,1.098612289,1.386294361,6.620073207,1.592047822,2.738157166,15.76770634,12.70864027,1.098612289,6.618738984,1.364509081,2.671280502,15.7677062,12.70863724,1.889904866,0.310794717,0.982557946,2.757963937,2.54228186
"ATAC_JV_adipose/samples/AD1/MSC80/problems/chr14:19050000-107289540",0,1,2,975,2.541320263,10.64004315,88239540,2883623,0,0.693147181,1.098612289,6.883462586,1.264499613,2.454451149,18.29556573,14.87455839,0.693147181,6.882437471,0.932683735,2.364624539,18.29556572,14.87455805,1.928972873,-0.069689112,0.860619252,2.90665872,2.69965224
"ATAC_JV_adipose/samples/AD1/MSC80/problems/chr16:46510000-88389383",0,1,3,674,3.075337834,12.07133931,41879383,1608311,0,0.693147181,1.386294361,6.514712691,1.404953647,2.570421995,17.55030424,14.29069574,1.098612289,6.513230111,1.12341476,2.490833991,17.55030421,14.29069512,1.87383551,0.11637294,0.912617591,2.865071284,2.659608634
"ATAC_JV_adipose/samples/AD1/MSC80/problems/chr1:206482221-223747846",0,1,2,559,2.627155808,9.936837545,17265625,578476,0,0.693147181,1.098612289,6.327936784,1.288448817,2.392136683,16.66422815,13.26815407,0.693147181,6.326149473,0.965901819,2.296248816,16.66422809,13.26815234,1.844691753,-0.034693086,0.831276842,2.813264391,2.585366603
"ATAC_JV_adipose/samples/AD1/MSC80/problems/chr3:60000-66170270",0,1,3,909,2.679272177,10.26264716,66110270,2282863,0,0.693147181,1.386294361,6.8134446,1.302714955,2.421491689,18.00683468,14.64094135,1.098612289,6.812345094,0.985545182,2.328510814,18.00683466,14.64094091,1.918736421,-0.014560307,0.845228928,2.890751389,2.683821777
"ATAC_JV_adipose/samples/AD1/MSC80/problems/chrX:37148256-49242997",0,1,2,399,2.192386509,7.046754097,12094741,366210,0,0.693147181,1.098612289,5.991464547,1.160768759,2.085268792,16.30828137,12.81096495,0.693147181,5.988961417,0.784990681,1.952567099,16.30828129,12.81096222,1.789918011,-0.242083433,0.669144968,2.791673033,2.550301228
"ATAC_JV_adipose/samples/AD1/MSC83/problems/chr12:145739-7189876",0,2,4,1014,4.812163648,19.58377373,7044137,378648,0,1.098612289,1.609437912,6.922643891,1.759952902,3.024503082,15.76770634,12.84436493,1.386294361,6.921658184,1.571146806,2.974701352,15.7677062,12.84436229,1.934655363,0.451805802,1.090143648,2.757963937,2.552904983
"ATAC_JV_adipose/samples/AD1/MSC83/problems/chr14:19050000-107289540",0,1,3,1250,3.08898955,15.46923027,88239540,3214777,0,0.693147181,1.386294361,7.13169851,1.408297886,2.801493808,18.29556573,14.98326886,1.098612289,7.13089883,1.127844031,2.738852907,18.29556572,14.98326855,1.96443729,0.120307873,1.007539186,2.90665872,2.706934149
"ATAC_JV_adipose/samples/AD1/MSC83/problems/chr16:46510000-88389383",0,2,3,951,3.852442549,16.90101479,41879383,1862823,0,1.098612289,1.386294361,6.858565035,1.579482197,2.884857403,17.55030424,14.43760417,1.098612289,6.857514063,1.348707375,2.827373667,17.55030421,14.43760364,1.925344995,0.299146634,1.039348248,2.865071284,2.669836167
"ATAC_JV_adipose/samples/AD1/MSC83/problems/chr1:206482221-223747846",0,1,3,751,3.0464373,12.78345578,17265625,633693,0,0.693147181,1.386294361,6.622736324,1.397836815,2.623469017,16.66422815,13.35932147,1.098612289,6.621405652,1.113972809,2.548151818,16.66422809,13.35931989,1.890307682,0.107932733,0.935368319,2.813264391,2.59221426
"ATAC_JV_adipose/samples/AD1/MSC83/problems/chr3:60000-66170270",0,1,3,1159,3.271255465,14.54975016,66110270,2568471,0,0.693147181,1.386294361,7.056175284,1.451907804,2.744044572,18.00683468,14.75882173,1.098612289,7.055312843,1.185173845,2.677573823,18.00683466,14.75882134,1.953780928,0.169889469,0.984911094,2.890751389,2.691840961
"ATAC_JV_adipose/samples/AD1/MSC83/problems/chrX:37148256-49242997",0,1,3,651,2.674274133,10.82210488,12094741,411759,0,0.693147181,1.386294361,6.480044562,1.301355598,2.469971074,16.30828137,12.92819593,1.098612289,6.478509642,0.983677991,2.38159079,16.30828129,12.92819351,1.86849049,-0.01645668,0.867768664,2.791673033,2.55941047
"ATAC_JV_adipose/samples/AD1/MSC91/problems/chr12:145739-7189876",1,2,4,1126,5.420932188,22.81339106,7044137,405331,0.693147181,1.098612289,1.609437912,7.027314514,1.859563308,3.170248072,15.76770634,12.91246176,1.386294361,7.026426809,1.690267791,3.127347691,15.7677062,12.9124593,1.949678299,0.524886973,1.140185262,2.757963937,2.558192682
"ATAC_JV_adipose/samples/AD1/MSC91/problems/chr14:19050000-107289540",0,1,3,1723,3.658477118,18.70663127,88239540,3647749,0,0.693147181,1.386294361,7.452402451,1.538688596,2.980955192,18.29556573,15.1096211,1.098612289,7.451822237,1.297046973,2.928878075,18.29556572,15.10962082,2.008458598,0.260090121,1.07461944,2.90665872,2.715331682
"ATAC_JV_adipose/samples/AD1/MSC91/problems/chr16:46510000-88389383",0,2,3,1132,4.586899692,20.5585462,41879383,2096538,0,1.098612289,1.386294361,7.032624261,1.720424517,3.070772313,17.55030424,14.55579845,1.098612289,7.031741259,1.523204348,3.023276728,17.55030421,14.55579797,1.950434365,0.420816239,1.106341252,2.865071284,2.6779894
"ATAC_JV_adipose/samples/AD1/MSC91/problems/chr1:206482221-223747846",0,1,3,794,3.615423768,14.96010796,17265625,726205,0,0.693147181,1.386294361,6.678342115,1.529403688,2.770092357,16.66422815,13.495589,1.098612289,6.677083461,1.285209074,2.705387189,16.66422809,13.49558762,1.898681285,0.250921408,0.99524504,2.813264391,2.602362789
"ATAC_JV_adipose/samples/AD1/MSC91/problems/chr3:60000-66170270",0,2,3,1313,3.921986463,17.83645622,66110270,2943475,0,1.098612289,1.386294361,7.180831199,1.593712202,2.935794153,18.00683468,14.89510175,1.098612289,7.180069874,1.366598276,2.881244465,18.00683466,14.89510141,1.971309115,0.312324642,1.058222307,2.890751389,2.701032395
"ATAC_JV_adipose/samples/AD1/MSC91/problems/chrX:37148256-49242997",0,1,3,758,3.120640037,12.71334799,12094741,466962,0,0.693147181,1.386294361,6.632001777,1.4160085,2.618369664,16.30828137,13.0540053,1.098612289,6.630683386,1.138038121,2.542652464,16.30828129,13.05400316,1.891707874,0.129305833,0.933207813,2.791673033,2.569094843
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr10:51448845-125869472",0,1,3,630,2.523756619,8.897348783,74420627,2411059,0,0.693147181,1.386294361,6.447305863,1.259527642,2.292266922,18.12524372,14.69557704,1.098612289,6.445719819,0.925748513,2.185753343,18.12524371,14.69557663,1.863416317,-0.077152665,0.781960548,2.897305646,2.687546539
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr12:145739-7189876",0,2,4,591,3.596639304,11.71487402,7044137,313967,0,1.098612289,1.609437912,6.383506635,1.52532545,2.542772491,15.76770634,12.65704635,1.386294361,6.381816017,1.279999883,2.460859318,15.7677062,12.65704316,1.853452699,0.246859986,0.900510605,2.757963937,2.538213832
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr12:66500000-109373470",0,1,2,509,1.990938149,6.889151619,42873470,1132183,0,0.693147181,1.098612289,6.234410726,1.0955871,2.065488603,17.5737638,13.93965907,0.693147181,6.232448017,0.688605959,1.929947945,17.57376378,13.93965819,1.829769196,-0.373086074,0.657493031,2.866407095,2.634737885
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr14:19050000-107289540",0,1,3,895,2.422213092,9.341772357,88239540,2749597,0,0.693147181,1.386294361,6.797940413,1.230287445,2.336191262,18.29556573,14.82696528,1.098612289,6.796823718,0.884681623,2.234495994,18.29556572,14.82696491,1.916455403,-0.122527447,0.804015697,2.90665872,2.696447477
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr16:46510000-88389383",0,1,3,614,2.887294161,9.898753909,41879383,1542061,0,0.693147181,1.386294361,6.421622268,1.357713327,2.388648462,17.55030424,14.24863104,1.098612289,6.419994928,1.060319787,2.292408881,17.55030421,14.24863039,1.859417328,0.058570549,0.829603178,2.865071284,2.656660789
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr1:206482221-223747846",0,1,3,432,2.37657461,7.562240889,17265625,537071,0,0.693147181,1.386294361,6.070737728,1.216861767,2.147361942,16.66422815,13.19388744,1.098612289,6.068425588,0.865660211,2.02316756,16.66422809,13.19388558,1.803099196,-0.144262813,0.704664382,2.813264391,2.579753509
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr22:20700000-50364777",0,2,4,827,3.685554353,12.37013812,29664777,1348957,0,1.098612289,1.609437912,6.719013154,1.544484234,2.593023722,17.20547097,14.114843,1.386294361,6.717804695,1.304420949,2.515285352,17.20547094,14.11484226,1.904761419,0.265759225,0.922386257,2.845227411,2.647226886
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr2:162200000-234003741",0,1,2,581,2.109556673,7.119250072,71803741,2002069,0,0.693147181,1.098612289,6.366470448,1.134480167,2.094237794,18.08944715,14.5096922,0.693147181,6.364750757,0.746477818,1.962802393,18.08944714,14.5096917,1.850775073,-0.292389377,0.674373244,2.895328737,2.67481682
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr3:60000-66170270",0,1,3,643,2.571445753,8.761410919,66110270,2202219,0,0.693147181,1.386294361,6.467698726,1.272970487,2.278436951,18.00683468,14.6049765,1.098612289,6.466144724,0.94446829,2.170356956,18.00683466,14.60497605,1.866580061,-0.057133165,0.77489165,2.890751389,2.681362296
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr6:60000-58087659",0,1,3,682,2.443061299,8.416411485,58027659,1821431,0,0.693147181,1.386294361,6.52649486,1.236360988,2.24245407,17.87643035,14.41513356,1.098612289,6.525029658,0.893251884,2.130183548,17.87643033,14.41513301,1.875645498,-0.112886673,0.756208149,2.883483104,2.668278559
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr8:48135599-86500000",0,1,2,626,1.81328297,5.811708089,38364401,953147,0,0.693147181,1.098612289,6.440946541,1.034352118,1.918642909,17.46264056,13.76752547,0.693147181,6.439350371,0.595138998,1.759874519,17.46264053,13.76752442,1.862427661,-0.51896029,0.56524251,2.860063772,2.622312516
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chr8:87000000-142766515",0,1,3,586,2.202809464,7.068670929,55766515,1627121,0,0.693147181,1.386294361,6.37502482,1.164028382,2.087988776,17.83668418,14.30232337,1.098612289,6.37331979,0.789733575,1.955672475,17.83668416,14.30232275,1.852120494,-0.236059638,0.670734111,2.881257244,2.660421954
"ATAC_JV_adipose/samples/AD2/MSC70/problems/chrX:37148256-49242997",0,1,3,450,2.191150848,6.899978282,12094741,357434,0,0.693147181,1.386294361,6.11146734,1.160381619,2.06686001,16.30828137,12.78670881,1.098612289,6.109247583,0.784426907,1.931518264,16.30828129,12.78670601,1.80980362,-0.242801882,0.658306359,2.791673033,2.548406038
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr10:51448845-125869472",0,1,2,647,2.221759123,9.477366182,74420627,2033888,0,0.693147181,1.098612289,6.473890696,1.169927522,2.349217329,18.12524372,14.52546028,0.693147181,6.472346295,0.79829928,2.248906449,18.12524371,14.52545979,1.867538685,-0.225271714,0.810444075,2.897305646,2.675902957
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr12:145739-7189876",0,1,3,687,3.280072208,12.78638209,7044137,269288,0,0.693147181,1.386294361,6.533788838,1.45396988,2.6236813,15.76770634,12.50354043,1.098612289,6.532334292,1.187865437,2.548380705,15.7677062,12.50353672,1.876764351,0.172157946,0.93545814,2.757963937,2.526011542
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr12:66500000-109373470",0,1,2,553,1.81828716,7.904756302,42873470,983494,0,0.693147181,1.098612289,6.317164687,1.03612931,2.18658555,17.5737638,13.79886783,0.693147181,6.315358002,0.597894937,2.067464642,17.57376378,13.79886682,1.842984445,-0.514340231,0.726323046,2.866407095,2.624586474
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr14:19050000-107289540",0,1,2,741,2.127869864,9.592542643,88239540,2317892,0,0.693147181,1.098612289,6.609349243,1.140352218,2.360150229,18.29556573,14.65616914,0.693147181,6.608000625,0.755121416,2.260985989,18.29556572,14.65616871,1.888281131,-0.280876727,0.815800996,2.90665872,2.684861319
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr16:46510000-88389383",0,1,2,539,2.519419782,10.64208397,41879383,1278596,0,0.693147181,1.098612289,6.29156914,1.258296141,2.454626461,17.55030424,14.06127394,0.693147181,6.289715571,0.92402863,2.364816326,17.55030421,14.06127316,1.83891585,-0.079012223,0.860700356,2.865071284,2.643424434
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr1:206482221-223747846",0,1,2,482,2.129069756,8.767698851,17265625,454735,0,0.693147181,1.098612289,6.180016654,1.140735758,2.279080906,16.66422815,13.02747231,0.693147181,6.177944114,0.75568515,2.171074383,16.66422809,13.02747011,1.820985548,-0.280130458,0.775222153,2.813264391,2.567060213
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr22:20700000-50364777",0,1,3,724,3.299390317,13.24111119,29664777,1137299,0,0.693147181,1.386294361,6.586171655,1.458473226,2.656132936,17.20547097,13.94416759,1.098612289,6.584791392,1.193737699,2.583326474,17.20547094,13.94416671,1.884762655,0.177089308,0.949077899,2.845227411,2.635061264
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr2:162200000-234003741",0,1,2,529,1.90840707,7.999937848,71803741,1729230,0,0.693147181,1.098612289,6.272877007,1.067605533,2.197217672,18.08944715,14.36318736,0.693147181,6.270988432,0.646268899,2.079433773,18.08944714,14.36318678,1.835933987,-0.436539609,0.732095632,2.895328737,2.66466846
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr3:60000-66170270",0,1,2,684,2.196643835,9.178670102,66110270,1804928,0,0.693147181,1.098612289,6.529418838,1.162101458,2.320294364,18.00683468,14.40603181,0.693147181,6.527957918,0.786930666,2.216882325,18.00683466,14.40603126,1.876094171,-0.239615134,0.796101851,2.890751389,2.667646956
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr6:60000-58087659",0,1,2,634,2.15634234,9.26845774,58027659,1526332,0,0.693147181,1.098612289,6.453624999,1.14941387,2.329076841,17.87643035,14.23837868,0.693147181,6.452048954,0.768413425,2.226616995,17.87643033,14.23837803,1.864397748,-0.263427376,0.800483391,2.883483104,2.655940997
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr8:48135599-86500000",0,0,2,606,1.540637582,6.371817381,38364401,785809,0,0,1.098612289,6.408528791,0.932415066,1.997664268,17.46264056,13.57447031,0.693147181,6.406879986,0.432196345,1.851884732,17.46264053,13.57446904,1.857372411,-0.838875291,0.616203895,2.860063772,2.608190752
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chr8:87000000-142766515",0,1,2,619,1.952020491,8.01708465,55766515,1375634,0,0.693147181,1.098612289,6.429719478,1.082489848,2.199121072,17.83668418,14.134426,0.693147181,6.428105273,0.668864985,2.081574846,17.83668416,14.13442527,1.860679825,-0.402173055,0.733124745,2.881257244,2.648613331
"ATAC_JV_adipose/samples/AD2/MSC72/problems/chrX:37148256-49242997",0,1,2,366,1.867790389,7.082685437,12094741,295295,0,0.693147181,1.098612289,5.905361848,1.053541834,2.089724173,16.30828137,12.59573352,0.693147181,5.902633333,0.624756122,1.957653135,16.30828129,12.59573014,1.775398579,-0.47039391,0.671746376,2.791673033,2.533357878
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr10:51448845-125869472",1,3,5,1183,5.841368375,21.4798592,74420627,4882228,0.693147181,1.386294361,1.791759469,7.076653815,1.922987766,3.112619762,18.12524372,15.40111244,1.609437912,7.075808864,1.76496508,3.067115715,18.12524371,15.40111223,1.956681764,0.568130906,1.120737613,2.897305646,2.73443973
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr12:145739-7189876",2,4,7,1297,8.167120117,27.42172933,7044137,610567,1.098612289,1.609437912,2.079441542,7.168579897,2.215623182,3.34715397,15.76770634,13.32214495,1.945910149,7.167809184,2.100116352,3.31133574,15.7677062,13.32214331,1.969600055,0.741992749,1.197351655,2.757963937,2.589427562
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr12:66500000-109373470",1,2,4,980,4.401475598,15.20013404,42873470,2275864,0.693147181,1.098612289,1.609437912,6.88857246,1.686672175,2.785019516,17.5737638,14.63787076,1.386294361,6.887552572,1.481939848,2.721304246,17.57376378,14.63787032,1.929715807,0.393351938,1.001111268,2.866407095,2.683612028
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr14:19050000-107289540",1,3,5,1621,5.444203415,21.19017829,88239540,5486545,0.693147181,1.386294361,1.791759469,7.391415235,1.863181031,3.099649772,18.29556573,15.51780947,1.609437912,7.390798522,1.694551449,3.053537786,18.29556572,15.51780929,2.000235783,0.527418074,1.116300848,2.90665872,2.741988351
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr16:46510000-88389383",1,3,6,1367,6.613186207,23.05539539,41879383,3084257,0.693147181,1.386294361,1.945910149,7.221105098,2.029881771,3.180359312,17.55030424,14.94182167,1.791759469,7.220373837,1.889065566,3.137899816,17.55030421,14.94182134,1.97690673,0.636082297,1.143553728,2.865071284,2.704164083
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr1:206482221-223747846",1,3,5,925,5.279604127,16.9629459,17265625,1068268,0.693147181,1.386294361,1.791759469,6.830874235,1.837306941,2.888311075,16.66422815,13.88155014,1.609437912,6.829793738,1.663851119,2.831031312,16.66422809,13.8815492,1.921294474,0.509134867,1.040641067,2.813264391,2.630560563
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr22:20700000-50364777",2,4,7,1623,8.603736344,28.68524196,29664777,2696240,1.098612289,1.609437912,2.079441542,7.392647521,2.262152225,3.390650018,17.20547097,14.80736914,1.945910149,7.392031568,2.152196567,3.356382773,17.20547094,14.80736877,2.000402605,0.76648898,1.210863838,2.845227411,2.695124947
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr2:162200000-234003741",1,2,5,1106,4.734368966,16.1268978,71803741,4045503,0.693147181,1.098612289,1.791759469,7.009408933,1.746477712,2.840650199,18.08944715,15.2131167,1.609437912,7.008505182,1.554848448,2.780488549,18.08944714,15.21311645,1.947124438,0.441378079,1.022626649,2.895328737,2.72215798
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr3:60000-66170270",1,3,6,1322,5.763683933,20.0243909,66110270,4382777,0.693147181,1.386294361,1.945910149,7.187657164,1.911567702,3.045683235,18.00683468,15.29319333,1.791759469,7.18690102,1.751576842,2.996951076,18.00683466,15.2931931,1.972260066,0.560516435,1.097595464,2.890751389,2.727407834
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr6:60000-58087659",1,3,5,1183,5.482913157,19.00534379,58027659,3592710,0.693147181,1.386294361,1.791759469,7.076653815,1.869169971,2.995999427,17.87643035,15.09441763,1.609437912,7.075808864,1.701636558,2.944720192,17.87643033,15.09441735,1.956681764,0.531590469,1.080013801,2.883483104,2.714324964
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr8:48135599-86500000",1,2,4,1228,3.943246527,13.05441647,38364401,1908000,0.693147181,1.098612289,1.609437912,7.11395611,1.598022307,2.642936686,17.46264056,14.46156666,1.386294361,7.113142109,1.372004376,2.569126503,17.46264053,14.46156613,1.961944074,0.316272719,0.943565959,2.860063772,2.671494519
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chr8:87000000-142766515",1,3,5,1194,4.896828177,15.95029848,55766515,3266094,0.693147181,1.386294361,1.791759469,7.085901464,1.774414609,2.830285443,17.83668418,14.99910564,1.609437912,7.085064294,1.588587685,2.769477543,17.83668416,14.99910533,1.957988948,0.462845373,1.01865869,2.881257244,2.707990555
"ATAC_JV_adipose/samples/AD2/MSC73/problems/chrX:37148256-49242997",1,3,5,1002,4.682902346,14.98900312,12094741,697050,0.693147181,1.386294361,1.791759469,6.910750788,1.737462079,2.771901181,16.30828137,13.45461386,1.609437912,6.909753282,1.543918077,2.707316807,16.30828129,13.45461242,1.932933933,0.434323391,0.995958036,2.791673033,2.599321978
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr10:51448845-125869472",1,2,3,742,3.380853832,11.92694047,74420627,3163760,0.693147181,1.098612289,1.386294361,6.610696045,1.477243644,2.559313542,18.12524372,14.96727207,1.098612289,6.609349243,1.218128291,2.478799746,18.12524371,14.96727175,1.888485199,0.197315493,0.90777447,2.897305646,2.705865934
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr12:145739-7189876",1,2,4,829,4.663976439,15.66885832,7044137,392266,0.693147181,1.098612289,1.609437912,6.721425701,1.734126197,2.813542207,15.76770634,12.87969801,1.386294361,6.720220155,1.539868397,2.751675196,15.7677062,12.87969546,1.905120915,0.431696956,1.012209888,2.757963937,2.555652076
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr12:66500000-109373470",0,2,3,622,2.828586326,9.626049934,42873470,1580799,0,1.098612289,1.386294361,6.434546519,1.34249563,2.363308527,17.5737638,14.27344161,1.098612289,6.432940093,1.039777055,2.264472958,17.57376378,14.27344097,1.86143168,0.03900632,0.817342042,2.866407095,2.658400536
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr14:19050000-107289540",0,2,3,985,3.220131451,12.12179944,88239540,3591382,0,1.098612289,1.386294361,6.893656355,1.439866277,2.574274926,18.29556573,15.09404792,1.098612289,6.892641641,1.169422182,2.495005438,18.29556572,15.09404764,1.930454414,0.156509765,0.914290909,2.90665872,2.71430047
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr16:46510000-88389383",1,2,4,767,3.761130005,13.33666483,41879383,1954231,0.693147181,1.098612289,1.609437912,6.643789733,1.560485036,2.66282023,17.55030424,14.48550784,1.386294361,6.642486801,1.324719446,2.590516996,17.55030421,14.48550732,1.893486412,0.281200698,0.951857468,2.865071284,2.673148655
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr1:206482221-223747846",1,2,3,617,3.243382154,10.58230044,17265625,714287,0.693147181,1.098612289,1.386294361,6.426488457,1.445360629,2.449478109,16.66422815,13.47904152,1.098612289,6.424869024,1.17661666,2.359182836,16.66422809,13.47904012,1.860176245,0.162643083,0.858315303,2.813264391,2.601135895
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr22:20700000-50364777",1,2,4,974,4.683280916,16.29360599,29664777,1649506,0.693147181,1.098612289,1.609437912,6.882437471,1.737528692,2.850336837,17.20547097,14.31598701,1.386294361,6.881411304,1.543998915,2.79077276,17.20547094,14.31598641,1.928823762,0.434375749,1.026318533,2.845227411,2.661376843
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr2:162200000-234003741",0,2,3,682,2.987999998,9.947114538,71803741,2777491,0,1.098612289,1.386294361,6.52649486,1.383289852,2.393075909,18.08944715,14.83705892,1.098612289,6.525029658,1.094604267,2.297282513,18.08944714,14.83705856,1.875645498,0.090392898,0.831726908,2.895328737,2.697128008
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr3:60000-66170270",1,2,4,878,3.394513999,11.50868869,66110270,2862851,0.693147181,1.098612289,1.609437912,6.778784898,1.480356945,2.526423498,18.00683468,14.86732889,1.386294361,6.777646594,1.222160599,2.443102288,18.00683466,14.86732854,1.913629932,0.200620275,0.893268661,2.890751389,2.69916609
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr6:60000-58087659",0,2,3,763,3.231738385,11.41499936,58027659,2347275,0,1.098612289,1.386294361,6.638567789,1.442612874,2.518905367,17.87643035,14.66876606,1.098612289,6.637258031,1.173020192,2.434928224,17.87643033,14.66876564,1.892698931,0.159581784,0.889917279,2.883483104,2.685720447
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr8:48135599-86500000",0,2,3,811,2.522350994,7.980928871,38364401,1316224,0,1.098612289,1.386294361,6.69950034,1.259128663,2.195103315,17.46264056,14.09027835,1.098612289,6.698268054,0.925191401,2.077054805,17.46264053,14.09027759,1.901848994,-0.077754643,0.730950931,2.860063772,2.645485027
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chr8:87000000-142766515",0,2,3,861,3.04156236,9.79213574,55766515,2207217,0,1.098612289,1.386294361,6.759255271,1.39663134,2.378817697,17.83668418,14.60724346,1.098612289,6.758094504,1.112371318,2.281579588,17.83668416,14.607243,1.910740972,0.106494059,0.824868005,2.881257244,2.681517502
"ATAC_JV_adipose/samples/AD2/MSC74/problems/chrX:37148256-49242997",0,2,3,518,2.867054615,8.771870953,12094741,461885,0,1.098612289,1.386294361,6.251903883,1.352493136,2.279507948,16.30828137,13.04307339,1.098612289,6.249975242,1.053285236,2.171550119,16.30828129,13.04307122,1.832577503,0.051914076,0.775441253,2.791673033,2.568257052
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr10:51448845-125869472",1,2,4,1268,5.052112017,20.73742816,74420627,4126257,0.693147181,1.098612289,1.609437912,7.145984468,1.800407305,3.079035575,18.12524372,15.2328815,1.386294361,7.145196135,1.619806377,3.031940191,18.12524371,15.23288126,1.966440262,0.482306622,1.109202742,2.897305646,2.723456332
