sequenceID,labelStart,labelEnd,annotation,max.changes,min.changes,color,possible.fn,possible.fp
248_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
168_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
234_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
201_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
20_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
220_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
593_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
594_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
194_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
209_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
268_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
598_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
364_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
352_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
555_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
592_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
247_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
38_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
162_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
115_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
155_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
39_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
29_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
103_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
182_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
161_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
233_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
329_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
260_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
504_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
104_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
356_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
226_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
68_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
228_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
7_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
2_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
257_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
275_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
282_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
488_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
50_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
145_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
235_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
150_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
128_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
215_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
46_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
400_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
147_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
77_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
258_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
4_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
331_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
27_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
119_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
123_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
102_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
131_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
172_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
28_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
599_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
216_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
316_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
441_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
474_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
591_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
202_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
482_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
508_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
479_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
30_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
217_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
136_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
6_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
175_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
124_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
325_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
213_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
333_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
393_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
148_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
402_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
521_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
590_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
342_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
195_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
326_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
550_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
363_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
473_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
313_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
561_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
553_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
84_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
180_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
52_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
388_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
185_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
224_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
487_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
493_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
547_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
294_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
394_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
375_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
368_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
380_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
548_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
297_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
588_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
410_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
227_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
192_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
362_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
317_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
351_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
60_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
349_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
420_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
17_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
89_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
546_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
544_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
183_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
522_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
545_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
254_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
412_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
190_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
513_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
385_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
309_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
475_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
491_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
86_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
83_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
110_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
146_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
82_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
65_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
76_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
184_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
151_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
116_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
73_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
384_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
58_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
203_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
152_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
156_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
222_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
138_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
35_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
107_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
135_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
320_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
41_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
538_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
396_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
298_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
520_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
533_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
483_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
485_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
339_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
558_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
552_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
408_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
556_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
414_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
539_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
532_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
296_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
399_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
346_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
554_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
401_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
540_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
359_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
597_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
358_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
525_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
530_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
170_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
186_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
542_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
391_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
528_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
478_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
178_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
165_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
251_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
319_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
451_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
529_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
411_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
531_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
229_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
560_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
527_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
523_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
423_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
196_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
218_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
205_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
166_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
468_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
353_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
576_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
602_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
476_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
574_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
567_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
424_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
507_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
519_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
206_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
154_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
141_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
72_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
54_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
127_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
212_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
327_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
440_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
324_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
429_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
9_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
261_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
252_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
336_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
446_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
244_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
371_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
144_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
378_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
51_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
13_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
45_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
32_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
74_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
21_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
78_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
142_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
93_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
19_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
223_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
255_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
321_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
278_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
246_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
448_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
373_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
427_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
163_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
447_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
177_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
442_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
428_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
456_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
443_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
430_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
171_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
240_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
263_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
241_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
259_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
432_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
221_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
176_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
285_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
266_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
471_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
465_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
322_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
435_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
365_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
466_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
462_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
243_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
315_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
37_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
61_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
159_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
470_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
516_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
505_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
111_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
53_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
47_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
129_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
69_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
120_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
256_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
431_chr17,24000000,81195210,breakpoint,Inf,1,#a445ee,1,0
403_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
383_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
509_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
236_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
572_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
409_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
337_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
348_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
583_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
395_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
42_chr17,24000000,81195210,normal,0,0,#f6f4bf,0,1
104_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
356_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
155_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
39_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
29_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
103_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
182_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
161_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
233_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
329_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
260_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
504_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
300_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
305_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
92_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
267_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
379_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
290_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
291_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
304_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
299_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
10_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
24_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
100_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
366_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
199_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
369_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
219_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
238_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
198_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
208_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
301_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
436_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
210_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
117_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
214_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
133_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
15_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
330_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
274_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
287_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
289_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
101_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
332_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
249_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
232_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
323_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
277_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
106_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
12_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
189_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
113_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
57_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
18_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
66_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
204_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
314_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
44_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
5_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
112_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
8_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
81_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
121_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
270_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
245_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
173_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
149_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
114_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
310_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
91_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
191_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
188_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
503_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
40_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
94_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
248_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
168_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
234_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
201_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
20_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
220_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
593_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
594_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
194_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
209_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
268_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
598_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
364_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
352_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
555_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
592_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
38_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
162_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
115_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
83_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
110_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
146_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
82_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
65_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
76_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
184_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
151_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
116_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
73_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
384_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
58_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
226_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
68_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
228_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
