sequenceID,fold
66_chr4,17
66_chr5,18
67_chr1,1
67_chr11,3
67_chr17,9
67_chr19,11
67_chr2,12
67_chr3,16
67_chr4,17
67_chr6,19
68_chr1,1
68_chr11,3
68_chr17,9
68_chr2,12
68_chr3,16
68_chr4,17
69_chr1,1
69_chr11,3
69_chr17,9
69_chr2,12
69_chr3,16
69_chr4,17
6_chr1,1
6_chr11,3
6_chr17,9
6_chr2,12
6_chr22,15
6_chr3,16
6_chr4,17
70_chr1,1
70_chr11,3
70_chr17,9
70_chr2,12
70_chr3,16
70_chr4,17
72_chr1,1
72_chr11,3
72_chr17,9
72_chr2,12
72_chr3,16
72_chr4,17
73_chr1,1
73_chr11,3
73_chr17,9
73_chr2,12
73_chr3,16
73_chr4,17
74_chr1,1
74_chr11,3
74_chr17,9
74_chr2,12
74_chr3,16
74_chr4,17
75_chr1,1
75_chr11,3
75_chr17,9
75_chr2,12
75_chr3,16
75_chr4,17
76_chr1,1
76_chr11,3
76_chr17,9
76_chr2,12
76_chr3,16
76_chr4,17
77_chr1,1
77_chr11,3
77_chr17,9
77_chr2,12
77_chr3,16
77_chr4,17
77_chr5,18
78_chr1,1
78_chr11,3
78_chr17,9
78_chr2,12
78_chr3,16
78_chr4,17
79_chr1,1
79_chr11,3
79_chr17,9
79_chr2,12
79_chr3,16
79_chr4,17
79_chr5,18
7_chr1,1
7_chr11,3
7_chr17,9
7_chr2,12
7_chr3,16
7_chr4,17
80_chr1,1
80_chr11,3
80_chr17,9
80_chr2,12
80_chr3,16
80_chr4,17
81_chr1,1
81_chr11,3
81_chr17,9
81_chr2,12
81_chr3,16
81_chr4,17
82_chr1,1
82_chr11,3
82_chr17,9
82_chr2,12
82_chr3,16
82_chr4,17
82_chr9,22
83_chr1,1
83_chr11,3
83_chr17,9
83_chr2,12
83_chr3,16
83_chr4,17
84_chr1,1
84_chr11,3
84_chr17,9
84_chr2,12
84_chr3,16
84_chr4,17
85_chr1,1
85_chr11,3
85_chr17,9
85_chr2,12
85_chr3,16
85_chr4,17
86_chr1,1
86_chr11,3
86_chr17,9
86_chr2,12
86_chr3,16
86_chr4,17
87_chr1,1
87_chr11,3
87_chr17,9
87_chr2,12
87_chr3,16
87_chr4,17
88_chr1,1
88_chr11,3
88_chr17,9
88_chr2,12
88_chr3,16
88_chr4,17
89_chr1,1
89_chr11,3
89_chr17,9
89_chr2,12
89_chr3,16
89_chr4,17
89_chr9,22
8_chr1,1
8_chr11,3
8_chr12,4
8_chr17,9
8_chr18,10
8_chr2,12
8_chr20,13
8_chr3,16
8_chr4,17
8_chr7,20
91_chr1,1
91_chr10,2
91_chr11,3
91_chr12,4
91_chr17,9
91_chr2,12
91_chr21,14
91_chr3,16
91_chr4,17
91_chr7,20
91_chrX,23
92_chr1,1
92_chr11,3
92_chr17,9
92_chr2,12
92_chr3,16
92_chr4,17
93_chr1,1
93_chr11,3
93_chr17,9
93_chr2,12
93_chr3,16
93_chr4,17
94_chr1,1
94_chr11,3
94_chr16,8
94_chr17,9
94_chr2,12
94_chr3,16
94_chr4,17
95_chr1,1
95_chr11,3
95_chr17,9
95_chr2,12
95_chr3,16
95_chr4,17
96_chr1,1
96_chr10,2
96_chr11,3
96_chr14,6
96_chr17,9
96_chr2,12
96_chr22,15
96_chr3,16
96_chr4,17
96_chrX,23
97_chr1,1
97_chr11,3
97_chr17,9
97_chr2,12
97_chr3,16
97_chr4,17
98_chr1,1
98_chr11,3
98_chr17,9
98_chr2,12
98_chr3,16
98_chr4,17
98_chrX,23
99_chr1,1
99_chr11,3
99_chr17,9
99_chr2,12
99_chr3,16
99_chr4,17
9_chr1,1
9_chr11,3
9_chr17,9
9_chr2,12
9_chr3,16
9_chr4,17
9_chr8,21
